No         x              y               H          Magnitude    Background       SD
281        934.734       1618.323                838.248921    17.691567   9828.768023    2.828702
282        142.139       1254.689                829.680559    17.702723   9831.907925    2.782908
283       1636.788        185.074                817.339894    17.718993   9828.915049    2.890534
284       1864.387         53.745                809.046772    17.730066   9821.113583    2.911225
285        413.415       1105.297                807.812963    17.731723   9834.597909    2.849958
286       1685.402        800.725                800.549302    17.741530   9839.448877    2.912468
287        314.096        861.275                796.073147    17.747618   9831.438279    2.772853
288         22.659        747.659                787.594816    17.759243   9829.793594    2.778610
289       1857.565        500.755                784.409109    17.763643   9829.634504    2.985684
290        290.682        212.248                781.678850    17.767429   9829.885574    2.769546
291       1529.277       1686.482                776.549658    17.774577   9828.972461    2.863639
292        408.543       1605.104                771.788204    17.781255   9831.004638    2.873855
293       1646.636        675.612                770.206877    17.783482   9835.348912    2.776263
294       1333.224       1080.172                762.944889    17.793767   9835.463594    3.003258
295       1393.256       1331.374                747.995495    17.815253   9833.704026    3.060329
296        666.985       1389.913                738.063685    17.829765   9833.110564    3.089687
297       1482.232       1319.042                737.558057    17.830509   9832.314607    2.856438
298       1004.365         60.697                736.947101    17.831409   9827.981807    2.846208
299        396.075       1752.933                728.785849    17.843500   9826.371879    2.942039
300        658.260        948.154                720.356304    17.856132   9834.666164    2.967327
301       1084.590        606.591                712.316522    17.868317   9833.697989    2.829374
302       1058.355       1203.552                701.959188    17.884220   9834.252140    2.954861
303        735.117         88.139                688.523901    17.905202   9828.159130    2.789057
304       1694.016       1810.681                680.108432    17.918555   9825.371866    2.906927
305       1351.813        107.708                678.572777    17.921009   9828.813735    2.814690
306        674.267        941.289                670.636748    17.933782   9835.745076    2.900072
307        351.971       1684.534                665.404275    17.942286   9824.479540    2.999562
308        656.226        150.584                663.981323    17.944610   9826.323396    2.746993
309       1171.045       1352.867                662.347273    17.947286   9832.745873    2.834410
310       1309.166        334.988                661.464518    17.948734   9833.399521    2.827145
311       1801.996       1421.931                656.211678    17.957390   9831.646036    2.808044
312       1435.289       1184.050                647.191462    17.972418   9837.734972    3.062047
313        424.736       1816.226                639.771018    17.984939   9825.569015    2.904093
314       1553.107       1490.303                639.545491    17.985321   9831.180891    2.924245
315        505.969       1646.775                632.851305    17.996746   9827.234573    2.964099
316        606.987        932.793                627.163951    18.006547   9834.542674    2.875526
317         15.878        533.626                619.959957    18.019091   9842.013216    2.759022
318       1281.530        720.319                616.011358    18.026028   9836.720351    2.828774
319       1311.205        532.662                615.971873    18.026098   9834.992675    2.723793
320       1830.774       1452.672                614.280548    18.029083   9831.231816    2.844929
321       1536.930       1421.084                613.026622    18.031302   9832.937957    2.769646
322       1776.072         21.051                612.459408    18.032307   9826.026911    2.769029
323       1438.412       1080.179                611.037066    18.034831   9839.553466    2.997643
324       1719.034        434.974                607.037794    18.041961   9831.158001    2.825110
325       1712.672       1147.050                600.648862    18.053448   9834.046984    3.138620
326       1069.186        677.808                597.573436    18.059022   9834.980267    2.710569
327       1745.901       1252.534                596.758601    18.060503   9832.168433    2.983357
328        343.634         98.361                594.920531    18.063853   9826.568933    2.581100
329         38.343       1535.225                594.015120    18.065506   9826.907771    2.840270
330       1458.106        614.678                576.962742    18.097131   9836.408963    2.930436
331        315.881       1091.057                573.191680    18.104250   9835.121347    2.892310
332       1346.859       1863.231                571.512685    18.107435   9824.912352    3.077066
333       1496.469       1071.761                570.950933    18.108503   9838.421535    3.469999
334        436.239       1551.362                567.415048    18.115248   9832.027165    2.814775
335        115.210       1630.275                565.465862    18.118984   9819.770331    2.723168
336       1256.752       1334.118                557.636061    18.134123   9831.772035    2.965171
337       1401.263         52.169                551.276191    18.146577   9836.857614    3.221750
338        183.882        658.087                550.157829    18.148782   9835.330385    2.828587
339       1662.125        744.457                549.854100    18.149381   9836.758010    2.909389
340        142.527        269.506                545.744576    18.157526   9828.867502    2.727548
341        748.700       1571.283                544.968306    18.159072   9831.543675    3.186602
342        680.118        879.743                541.148660    18.166709   9836.589831    2.809223
343       1350.549        401.037                538.674247    18.171684   9832.932886    2.751214
344        290.172        848.399                535.351431    18.178403   9830.501602    2.815065
345       1634.671        296.213                532.634643    18.183926   9829.915174    2.753841
346       1760.121       1286.976                528.466685    18.192456   9831.174646    2.718193
347        324.542        990.272                526.246388    18.197027   9835.559472    2.976513
348        769.936        177.664                525.650822    18.198257   9831.357722    2.681245
349        586.547       1382.857                525.080941    18.199434   9833.892218    2.812505
350        350.353        330.300                518.950320    18.212186   9832.523608    2.775295
351       1596.809       1042.405                516.393050    18.217549   9846.681562    2.807867
352       1437.749        431.194                515.042940    18.220391   9834.436451    2.755814
353       1669.826        261.448                501.072433    18.250249   9832.880347    2.665525
354       1034.531       1865.338                498.925671    18.254910   9825.792032    2.835316
355       1813.506       1674.074                498.682328    18.255440   9827.291517    2.900810
356         58.253       1419.236                490.865021    18.272595   9828.681828    2.886271
357       1337.278       1866.780                490.354716    18.273724   9825.790509    3.243564
358       1496.479       1128.792                484.983661    18.285682   9833.771213    3.098244
359        401.141        112.927                484.070986    18.287727   9826.049029    2.766768
360       1266.719        887.647                483.339000    18.289370   9838.294331    2.935471
361       1449.559        244.307                481.448551    18.293625   9832.510189    2.760452
362         49.668        888.888                476.051134    18.305866   9829.803835    2.761711
363        796.903        599.920                475.926319    18.306151   9835.368421    2.850098
364        862.811        201.546                475.262444    18.307666   9830.017747    2.849427
365        316.113        176.140                470.973817    18.317508   9826.032416    2.585840
366        817.755       1744.868                469.248099    18.321494   9826.958883    2.830093
367        941.411       1115.449                467.487273    18.325576   9837.750553    2.936001
368       1373.726       1800.607                453.120004    18.359467   9825.908420    3.068961
369       1413.694       1822.054                452.714610    18.360439   9824.403998    2.815444
370       1262.001       1715.333                451.459125    18.363454   9828.195874    3.114033
371       1624.114         37.807                444.361775    18.380658   9817.629890    2.777277
372        881.387       1838.323                444.066508    18.381380   9824.973669    2.826752
373         37.938       1643.702                443.513496    18.382733   9818.498688    2.743741
374         94.127       1456.451                440.479299    18.390186   9828.569481    2.764340
375       1785.039        717.383                438.634524    18.394743   9834.411921    2.784594
376        232.322       1662.629                437.540083    18.397455   9821.338862    3.134486
377        643.818       1376.281                435.779732    18.401832   9831.400377    2.878362
378       1622.177        651.717                432.250866    18.410660   9832.113037    3.011007
379       1098.350        152.889                430.287060    18.415604   9827.236391    2.723893
380        386.302       1812.229                430.012698    18.416297   9825.794088    2.802358
381       1436.015       1450.948                429.836794    18.416741   9830.657607    2.920775
382        613.351        574.838                428.961847    18.418953   9834.466944    2.872135
383       1497.378       1674.071                427.879842    18.421695   9828.776833    3.459993
384        237.229         18.164                426.326122    18.425645   9822.905724    2.818679
385       1324.417        769.687                426.038238    18.426379   9838.416123    2.979331
386        157.890        173.334                419.009816    18.444440   9828.681548    2.675561
387       1255.174        529.304                415.706200    18.453034   9837.252765    2.765007
388        324.606       1007.763                414.987941    18.454911   9834.968302    2.761498
389        854.972        262.913                413.476710    18.458872   9830.990760    2.796318
390        321.881       1109.905                411.791394    18.463307   9836.845005    2.813268
391       1346.227        594.708                411.145736    18.465011   9836.379703    2.769762
392       1666.595        867.054                407.129330    18.475669   9841.759503    2.981817
393       1279.541         19.404                405.776700    18.479282   9832.406832    2.747065
394       1555.698       1291.138                405.194575    18.480841   9835.210648    2.979184
395        633.226       1722.125                404.683813    18.482210   9829.010959    2.882281
396       1132.834       1694.558                404.479272    18.482759   9826.147098    2.792812
397        954.619         77.578                404.137456    18.483677   9823.861744    2.683116
398       1355.583        282.319                400.547024    18.493366   9831.180494    2.560694
399       1081.644        197.315                397.659240    18.501222   9828.646160    2.928605
400       1485.334       1688.212                394.489811    18.509911   9827.823343    2.809322
401        434.865        378.737                389.426077    18.523937   9836.091612    2.617300
402         64.957       1327.150                384.857630    18.536750   9832.266140    2.930668
403       1882.322       1756.729                383.551401    18.540441   9836.370732    3.069317
404       1207.392       1789.340                381.653111    18.545828   9827.648262    2.908713
405        981.307       1573.151                380.361741    18.549508   9827.579962    2.881905
406       1567.506       1299.809                378.705092    18.554247   9836.344481    3.035129
407       1301.289       1410.688                378.528284    18.554754   9830.188209    3.018305
408       1539.977       1112.777                377.243435    18.558446   9837.797849    2.824452
409       1096.699        430.124                375.063805    18.564737   9836.449709    3.159612
410       1606.696       1067.862                372.409228    18.572449   9843.396555    2.932213
411       1680.784        513.835                372.319692    18.572710   9831.732679    2.786813
412        668.916       1127.609                372.174033    18.573135   9833.370370    3.020031
413       1312.562        932.608                370.733896    18.577344   9842.152186    2.843233
414        480.400       1847.277                370.095539    18.579215   9823.393313    2.796755
415       1810.530        352.409                369.018506    18.582380   9829.104748    2.642916
416       1360.271         75.953                367.011778    18.588300   9832.858574    2.928211
417       1787.379       1587.999                366.628392    18.589435   9824.899339    2.673159
418        320.279        701.389                366.516441    18.589766   9833.671884    2.685177
419        535.347       1435.901                366.044605    18.591165   9874.500000    2.953867
420       1151.853       1657.379                364.794442    18.594879   9827.634954    3.088158
421       1836.888       1755.795                363.965970    18.597348   9823.592354    2.971332
422       1738.774         92.189                363.558416    18.598564   9822.804989    3.032201
423       1534.752        337.454                359.787660    18.609884   9835.671323    2.701731
424       1759.289       1693.154                356.847954    18.618792   9825.686393    2.892563
425       1700.938       1011.629                356.750461    18.619089   9838.050346    2.764252
426       1060.228       1582.202                353.149524    18.630103   9827.950622    3.153468
427        734.717        807.028                349.547762    18.641234   9837.972518    2.796104
