No         x              y               H          Magnitude    Background       SD
428        713.508        933.922                348.017948    18.645996   9837.127266    2.873869
429       1262.205        593.283                348.014673    18.646006   9837.362935    2.837486
430        899.636        179.891                345.429042    18.654103   9831.063846    2.739195
431        793.896       1380.569                343.851067    18.659074   9831.968210    2.732510
432         27.924       1403.275                342.042445    18.664800   9827.733142    3.028406
433        292.250       1870.198                341.658264    18.666020   9815.860308    2.827532
434       1785.707        743.623                340.502810    18.669698   9836.247493    2.667592
435         93.083       1155.142                340.462327    18.669827   9834.561594    2.497359
436        652.789       1110.082                335.889635    18.684508   9835.426576    2.848562
437        418.834       1772.164                335.394479    18.686110   9825.572835    2.920350
438         87.160       1195.025                334.606993    18.688662   9832.597907    2.759809
439       1269.101       1578.053                334.372229    18.689424   9829.635878    3.124425
440        637.612        636.978                332.964123    18.694006   9836.583518    2.775099
441       1056.924       1468.364                332.185674    18.696548   9833.459222    2.884329
442       1579.250         98.235                331.770301    18.697906   9825.527655    2.598084
443       1588.098        278.179                331.217788    18.699716   9826.557315    3.147971
444       1311.880        745.972                329.667275    18.704810   9838.787867    3.112085
445        353.825        144.688                329.588152    18.705071   9831.179926    2.529147
446       1322.893       1847.061                328.740169    18.707868   9820.151394    3.015955
447         41.329       1433.932                325.748058    18.717795   9832.623241    3.233584
448        203.374       1424.855                325.404616    18.718941   9829.116961    2.992880
449        500.133        390.399                323.785718    18.724356   9832.399081    3.027892
450       1622.107        511.120                323.407579    18.725625   9830.789175    2.843497
451       1516.134        856.153                323.221336    18.726250   9871.311840    2.833183
452        688.125        829.106                323.218451    18.726260   9835.852258    2.980478
453        742.764         61.120                323.107999    18.726631   9825.602786    2.821444
454        814.185       1256.923                323.064373    18.726777   9832.836750    2.599539
455        732.914        643.239                319.843785    18.737655   9838.046406    3.185044
456       1839.230       1675.770                318.801189    18.741200   9825.343891    2.697836
457       1713.353       1462.036                316.742254    18.748235   9830.300701    2.760878
458       1197.713        142.072                316.242642    18.749949   9830.117352    2.711644
459        625.129       1785.362                314.726341    18.755167   9828.987418    2.831432
460       1797.698        715.532                312.944607    18.761331   9834.892244    2.333837
461        625.539       1643.674                309.578901    18.773072   9825.923250    2.849825
462        489.062       1109.723                309.196197    18.774415   9836.803639    2.800445
463        676.059       1535.927                309.125909    18.774661   9830.481454    2.900623
464       1410.761        580.842                308.443299    18.777062   9836.414493    3.056299
465        343.963        662.229                308.132692    18.778156   9837.789724    2.661275
466        633.605       1444.989                307.130898    18.781691   9835.536689    2.767584
467       1490.026        358.786                305.630667    18.787008   9833.244058    2.788496
468       1517.737        312.994                304.650355    18.790496   9832.023423    2.740221
469       1123.025       1456.114                302.941091    18.796605   9830.334264    2.875496
470        192.708       1653.501                302.103766    18.799610   9822.412451    2.904117
471        917.466        867.689                301.565086    18.801547   9838.955163    2.822473
472        983.235       1723.203                300.997457    18.803593   9828.437765    2.860178
473        932.013        269.359                300.402695    18.805740   9834.067221    2.553079
474        636.991       1205.072                300.192834    18.806499   9835.370981    3.015611
475         37.685       1316.310                296.898304    18.818481   9832.413768    2.755887
476         80.107       1134.752                294.040524    18.828982   9831.338488    2.791825
477       1723.852        111.148                291.726820    18.837559   9826.817717    2.318229
478       1782.686       1083.895                291.225857    18.839425   9834.971792    2.970272
479       1494.072        578.779                288.391851    18.850043   9838.240128    2.932995
480        178.415       1110.976                288.061122    18.851288   9829.807522    2.835803
481        148.159        296.335                287.898377    18.851902   9830.933243    2.809448
482       1697.486         88.511                287.803938    18.852258   9828.289020    2.692239
483       1122.079       1759.243                287.051412    18.855101   9823.886497    3.013543
484       1786.955        606.651                285.209067    18.862092   9832.286037    2.945345
485       1119.574       1802.207                284.826637    18.863548   9823.173379    2.911507
486        232.146        191.086                284.124053    18.866230   9828.711594    2.475647
487        293.062       1114.419                281.171577    18.877571   9833.585579    2.492419
488        978.261        762.493                280.904981    18.878601   9839.450169    2.954849
489        391.192        843.014                274.715132    18.902794   9835.490662    2.833681
490         70.510        265.186                273.111385    18.909150   9827.215286    2.585613
491         77.822       1469.317                271.980148    18.913657   9829.603928    2.455913
492       1282.121        468.954                269.794521    18.922417   9835.630926    2.909952
493       1487.675        242.866                269.789893    18.922436   9831.888653    3.057566
494        865.399       1428.231                267.257155    18.932677   9828.386737    2.932860
495        926.736       1514.847                265.802111    18.938604   9835.098782    2.427436
496       1862.843       1528.803                264.753260    18.942897   9828.304465    2.895662
497       1831.386       1001.591                264.705697    18.943092   9832.755531    2.802279
498       1747.595        786.121                261.677287    18.955585   9836.728250    3.013374
499       1004.108       1633.726                260.858874    18.958986   9828.629425    2.945470
500       1827.668        236.912                260.463299    18.960634   9831.536095    2.484375
501        617.696        858.993                259.772476    18.963517   9838.984920    2.495995
502        305.873       1597.744                259.056239    18.966515   9828.118980    3.054952
503       1496.577       1504.637                259.025464    18.966644   9837.686502    2.453522
504        225.838       1740.336                257.274042    18.974010   9822.103722    2.626029
505        337.930       1588.082                256.573456    18.976971   9830.854348    2.758863
506       1355.982       1273.314                255.083308    18.983295   9836.591593    2.857630
507         26.339        257.195                253.554273    18.989823   9826.755162    2.892337
508       1599.805        903.070                253.506149    18.990029   9852.767756    2.819964
509        320.383        932.243                252.086914    18.996124   9833.894242    2.811956
510       1216.583       1612.832                251.548438    18.998446   9826.224617    2.949942
511        256.714        724.567                251.359070    18.999264   9833.475884    2.370323
512        795.958       1142.779                249.926950    19.005467   9835.820087    2.559643
513       1660.807        695.854                249.753362    19.006222   9836.130845    2.413970
514        991.168       1333.877                249.154342    19.008829   9832.145314    2.803935
515       1496.277       1543.544                247.196344    19.017395   9829.634888    3.149390
516        409.950       1540.051                247.012529    19.018203   9833.223036    2.711305
517        334.718        356.478                246.895215    19.018718   9833.824594    2.770253
518        727.120        725.712                244.597161    19.028871   9836.770476    2.675315
519        919.044       1883.496                242.965800    19.036137   9822.554636    2.501099
520        871.141       1113.690                238.254293    19.057398   9837.327443    2.872728
521        395.760        228.936                237.620197    19.060292   9829.752932    2.904967
522        977.423       1538.797                237.105093    19.062648   9828.398789    3.115548
523        586.430       1577.009                234.313540    19.075507   9833.514017    2.931990
524       1115.097        350.957                234.136859    19.076326   9839.424463    2.887663
525       1840.000       1885.359                231.765852    19.087376   9831.380342    2.694182
526        382.987       1399.020                229.848420    19.096396   9828.597724    3.528535
527       1100.450       1753.677                225.978900    19.114830   9829.967170    3.233624
528         55.342        198.685                225.902186    19.115199   9826.645660    2.637050
529        735.160        428.304                225.421767    19.117510   9834.008263    2.756576
530        540.144        670.388                224.987029    19.119606   9836.472345    3.055472
531       1554.457       1514.922                224.213113    19.123347   9831.810724    2.411667
532        708.558       1482.417                223.028531    19.129099   9832.092784    3.237974
533       1801.883       1779.280                222.859884    19.129920   9825.911220    2.987987
534        885.224       1562.221                222.201065    19.133135   9834.245730    2.551905
535        553.951        261.163                221.291474    19.137588   9829.838665    2.587913
536        224.233       1241.208                220.832803    19.139841   9829.606746    2.933063
537        839.223       1864.971                220.324600    19.142343   9818.362291    2.897223
538       1659.859       1292.830                219.248908    19.147656   9831.675156    3.203536
539       1066.389       1280.192                219.184888    19.147973   9832.752640    2.416276
540        540.911        905.363                218.983159    19.148973   9835.294801    2.963662
541       1128.867       1234.643                218.123776    19.153242   9833.041355    2.697849
542       1280.547        290.504                217.711642    19.155296   9834.586083    2.778513
543       1285.877       1127.476                216.871294    19.159495   9836.561209    3.224871
544       1800.161        526.899                215.605665    19.165850   9834.435540    2.680263
545        375.667         90.826                215.208093    19.167854   9826.518673    2.696499
546       1858.427       1359.028                214.266021    19.172617   9829.653827    2.973436
547        601.179       1845.990                214.029764    19.173815   9828.570397    2.824619
548       1586.176       1753.458                213.373428    19.177149   9827.126674    3.336627
549       1754.685        650.838                213.164511    19.178213   9833.014618    2.938530
550        147.439       1806.884                211.039003    19.189093   9821.958317    3.316796
551         60.955        758.617                210.856681    19.190032   9833.112690    2.046891
552       1732.450       1127.621                210.080632    19.194035   9835.607450    3.652668
553        652.595       1745.651                209.720937    19.195896   9827.930719    2.536899
554        265.635        632.457                209.210956    19.198539   9837.438333    2.711218
555        258.861        975.070                208.989363    19.199690   9834.528308    2.517270
556       1496.431       1797.943                208.573125    19.201854   9826.109046    3.057897
557       1275.812       1460.019                208.559312    19.201926   9834.395997    2.984947
558        235.534        815.487                207.048609    19.209819   9827.540522    2.562319
559        301.194       1703.716                206.759019    19.211339   9824.821116    2.663332
560        883.428       1445.567                206.132462    19.214634   9829.944744    2.743758
561        960.540         21.693                205.878159    19.215974   9818.278195    2.835529
562         59.387       1143.258                205.744276    19.216681   9832.348828    2.841765
563       1774.251        513.932                204.370925    19.223952   9833.130805    2.779751
564        911.145       1583.588                204.063410    19.225587   9830.400947    3.008854
565         65.480        725.292                201.873808    19.237300   9833.741190    3.859511
566       1797.301       1795.949                201.798638    19.237704   9819.116342    2.639696
567       1528.857       1603.713                201.001412    19.242002   9826.601648    3.021132
568       1769.083       1721.080                199.281978    19.251330   9827.368598    2.692086
569        177.672        503.588                198.854351    19.253662   9831.688976    2.749836
570        195.481       1774.596                198.053367    19.258044   9822.884514    2.596816
571       1496.289       1739.137                197.798434    19.259443   9831.412194    3.173223
572        572.456       1816.557                196.646774    19.265783   9821.886050    3.163257
573       1061.292        575.907                195.147064    19.274095   9834.395427    2.453209
574        201.406        164.526                194.269746    19.278987   9828.056743    2.760556
575        798.457        847.827                193.240340    19.284756   9843.071905    2.852310
576         13.975        188.407                191.850504    19.292593   9833.080495    2.457295
577       1576.931        597.285                190.802082    19.298542   9831.975722    2.237277
578       1654.283        487.114                190.469519    19.300436   9834.873532    2.508419
579        939.525        588.201                189.214746    19.307613   9841.309483    1.743756
580        530.988       1610.941                187.842258    19.315517   9831.651911    2.374263
581        944.841        240.139                187.803790    19.315739   9833.398111    2.730363
582        886.947        415.573                187.404902    19.318048   9830.499653    2.813571
583        798.128        151.779                187.128154    19.319652   9829.886716    2.612963
584       1014.867        549.576                186.502906    19.323286   9835.615438    3.315245
585        428.807        827.858                185.574903    19.328702   9839.268373    2.925345
586       1401.933       1840.421                182.806532    19.345021   9825.186658    2.803895
587       1617.437       1622.027                182.396461    19.347459   9819.851492    3.230367
588        561.283       1011.144                181.174045    19.354760   9835.144389    2.895891
589        419.936        373.961                179.274646    19.366203   9838.522468    2.870426
590       1603.382       1577.319                179.050488    19.367561   9825.616080    2.565269
591        726.349       1388.630                177.764435    19.375388   9830.858871    2.929599
592        319.889         75.075                177.084877    19.379546   9820.494900    2.719598
593        394.700        288.982                175.145268    19.391504   9828.367983    2.771379
594         31.379        600.568                174.999283    19.392409   9828.531025    2.409926
595       1706.608       1700.537                174.912908    19.392945   9825.078313    2.772748
596        989.093        730.775                174.899938    19.393026   9840.083333    2.020483
597        994.987       1022.705                174.875899    19.393175   9837.739943    2.644690
598       1273.123        538.701                174.714744    19.394176   9839.651178    2.224237
599       1776.625        176.859                173.383462    19.402481   9825.534449    2.872624
600       1170.515        847.816                173.044125    19.404608   9838.186747    2.788291
601        165.299       1111.902                172.421194    19.408523   9830.948847    2.626329
602       1435.948       1346.201                169.947363    19.424214   9828.313673    3.101262
603       1331.404       1429.048                169.185939    19.429089   9831.991903    2.086970
604        982.664         36.204                168.705823    19.432175   9827.100000    2.336172
605       1054.139       1705.763                167.894159    19.437411   9831.132546    2.629990
606       1041.936        159.104                167.313205    19.441174   9825.814343    2.949308
607       1654.697        887.037                166.669416    19.445360   9840.797571    3.135486
608        205.063       1825.122                166.299440    19.447773   9822.056402    3.063260
609        434.018       1569.600                165.428659    19.453473   9830.283082    3.704605
610         76.625       1307.319                162.576863    19.472353   9829.256355    2.760374
611        574.423       1149.766                162.456209    19.473159   9838.406465    2.580817
612       1745.035        742.713                161.538967    19.479307   9833.792143    3.453175
613        997.790        753.878                161.085754    19.482357   9837.529174    2.183518
614       1064.904       1840.385                160.575888    19.485799   9824.731903    1.748220
615       1433.750        361.896                160.089726    19.489091   9832.330318    3.318485
616        836.369       1619.011                160.071448    19.489215   9833.830381    3.061947
617        869.223        479.761                160.046994    19.489381   9832.386792    2.974487
618       1554.984        849.538                159.576154    19.492580   9864.793684    2.653934
619       1809.264       1564.852                159.012716    19.496420   9827.067431    2.741669
620       1432.049        217.584                158.262900    19.501552   9833.802153    2.602131
621        767.864        142.757                157.951075    19.503694   9831.802969    2.731141
622       1871.654       1364.448                156.858968    19.511227   9832.202235    2.586314
623        250.944        324.566                156.641333    19.512734   9828.500839    2.581939
624        940.128       1741.371                156.215491    19.515690   9832.131761    2.881938
625        609.699        967.733                156.172432    19.515989   9839.549815    2.293867
626       1709.602        576.977                154.928354    19.524673   9832.769903    2.952454
627       1294.196        420.287                154.242607    19.529489   9835.063295    2.372302
628       1874.357        443.169                153.527146    19.534537   9830.324190    2.602717
629        952.520        558.105                152.878906    19.539131   9839.267473    2.713697
630         92.915        783.875                152.314757    19.543145   9833.041345    2.813008
631        933.727       1124.924                151.231175    19.550897   9838.305774    3.062546
632       1739.934        897.656                149.407810    19.564067   9839.034629    3.287182
633        243.917       1046.202                146.921461    19.582287   9831.781168    2.850852
634        754.249       1163.038                146.738158    19.583642   9835.916667    2.822528
635        723.953       1179.615                146.106625    19.588325   9837.474286    3.006444
636       1602.770        763.950                145.291074    19.594403   9838.835231    2.777434
637        662.817        111.972                144.441401    19.600771   9826.131455    3.210962
638        409.538        361.618                143.757888    19.605921   9837.537062    2.043802
639       1677.640       1831.457                141.138946    19.625883   9827.930796    2.149311
640       1488.751        419.326                140.650649    19.629646   9841.111473    2.807126
641         89.792       1044.456                138.413682    19.647052   9828.719033    3.040765
642       1074.223       1677.758                137.762941    19.652169   9826.579336    3.421561
643       1252.985       1627.471                137.398413    19.655046   9830.542703    3.207217
644        910.917       1201.571                136.131836    19.665101   9834.570254    2.930618
645       1546.370         19.994                134.758733    19.676108   9819.487145    1.829976
646       1159.098       1702.295                133.909183    19.682974   9829.784895    2.318508
647        156.230       1179.603                132.826412    19.691789   9825.923979    2.536489
648        957.777        359.883                132.510111    19.694377   9836.130598    2.885377
649       1552.888       1700.914                132.098384    19.697756   9829.095568    2.820295
650        629.624        308.219                129.602470    19.718467   9831.433557    2.725425
651       1313.759       1249.749                128.028167    19.731736   9831.691792    3.010728
652       1849.979       1789.898                127.702629    19.734500   9821.657482    3.256716
653        709.512       1468.010                127.631561    19.735105   9834.874055    2.587120
654         97.088       1348.532                127.080822    19.739800   9831.681237    2.562816
655        742.608       1525.293                126.663902    19.743368   9831.271147    3.372946
656       1315.891        601.725                125.314403    19.754998   9837.113357    3.017977
657         34.219         16.853                124.854785    19.758987   9823.915825    2.927167
658        554.521       1315.896                124.320401    19.763644   9833.643798    3.334796
659        401.317       1005.990                123.890549    19.767405   9836.443211    2.760190
660       1513.881       1594.652                123.724372    19.768862   9830.712230    2.210018
661        510.354         30.741                122.288300    19.781538   9825.487805    2.621889
662         99.403       1501.693                120.560681    19.796986   9825.585302    3.155329
663       1230.097       1645.436                118.377048    19.816831   9829.752703    2.918367
664       1524.568        845.794                114.821423    19.849943   9880.516248    2.775756
665        781.636        759.161                110.904434    19.887628   9835.290026    2.547163
666        425.377       1185.799                110.053271    19.895993   9833.694118    2.919778
667       1213.095        123.538                109.675335    19.899728   9834.118703    2.651683
668       1752.277       1419.014                109.006241    19.906372   9835.559310    2.449192
669        546.320       1021.493                108.004102    19.916399   9833.264322    3.022929
670        852.094       1328.699                107.482558    19.921655   9833.902559    2.641622
671        662.626        751.283                105.768988    19.939104   9836.891801    3.255748
672        556.742        332.446                104.514101    19.952063   9833.534777    2.810228
673       1380.523       1101.908                102.990796    19.968004   9841.094183    2.430752
674       1045.401        124.656                101.403740    19.984865   9831.845250    2.373005
675        892.013        499.668                100.109796    19.998809   9836.493611    2.531748
676        479.032       1387.682                 98.627133    20.015009   9835.282463    2.392041
677        215.991        333.552                 89.370006    20.122021   9828.919619    2.977583
