3053225013015842816	106.6090963284441	-05.7607853889601	20.2691	-0.592	1.612	0.6099	0
3053225008721223552	106.6090892203506	-05.7592768587647	19.5417	-1.523	-0.756	0.4391	0
3053224974361460608	106.6006521882392	-05.7654154281843	19.3565	-1.572	0.032	1.8427	0
3053225013024646272	106.6056165793911	-05.7638022389292	17.6046	0.454	-0.220	0.3934	0
3053226937161368576	106.4562948544154	-05.7759217492510	20.8669	0	0	0	0
3053226937161365504	106.4663329934897	-05.7814496641654	19.8731	-2.951	-0.810	-0.2104	0
3053226937161366528	106.4591590467081	-05.7770833303143	20.4550	1.339	2.168	2.4302	0
3053226937170040960	106.4595858778323	-05.7784238186563	14.8918	-5.165	0.823	0.9274	0
3053226937170042112	106.4539181941655	-05.7762858035125	16.8366	2.707	0.546	0.4132	0
3053227212039288960	106.4316368072354	-05.7673238571619	20.2360	-1.332	0.637	1.1096	0
3053227212039279616	106.4334026308824	-05.7601601466225	20.5627	-1.752	-0.082	3.0824	0
3053227143319804416	106.4423095563501	-05.7682282494247	20.9530	0	0	0	0
3053227139028059648	106.4451506683789	-05.7725750796344	18.9130	-1.311	2.166	0.0539	0
3053227212039280896	106.4336961046899	-05.7612628038999	20.5300	-0.674	1.266	2.5458	0
3053227143319805184	106.4456857322696	-05.7719657393623	19.8632	0.270	-2.592	-0.1111	0
3053227212039287552	106.4360805450383	-05.7694079544446	19.6400	0.800	-0.619	0.3514	0
3053227212039272704	106.4407995328779	-05.7618555137937	20.3957	1.219	-0.039	-0.0703	0
3053227139024933632	106.4490810410421	-05.7753986861840	19.0675	-1.435	-0.172	0.5826	0
3053227177679556608	106.4251909253881	-05.7672658837871	20.5503	0	0	0	0
3053227212047946240	106.4373757875846	-05.7557434725467	16.7136	-1.245	0.473	0.4565	0
3053227212047947264	106.4366596300924	-05.7576686303260	14.3994	-0.253	1.670	0.3119	0
3053227143328472832	106.4457000645215	-05.7714872277131	19.1683	-0.279	0.164	-0.5340	0
3053227207744443392	106.4332201354961	-05.7676344553642	19.4936	-1.467	1.561	-0.4773	0
3053227143321767552	106.4435107698199	-05.7731572010894	20.7526	0	0	0	0
3053227143321767680	106.4498210669710	-05.7742079937227	20.9531	0	0	0	0
3053227207744478080	106.4385679410067	-05.7589937652914	18.8184	0.517	-0.648	0.3154	0
3053227139025635072	106.4516022351902	-05.7711834673027	19.3602	20.314	-70.534	4.7823	0
3053227207744460544	106.4311997961125	-05.7636266848746	18.2698	1.230	2.092	0.2434	0
3053227207744443264	106.4370872197576	-05.7675193409109	19.5347	-2.511	0.652	-0.4663	0
3053227207744467456	106.4380914857052	-05.7617028811321	18.3969	-5.785	-0.466	0.0762	0
3053227207744470912	106.4352422411848	-05.7604796473619	18.4683	1.646	-1.016	0.3837	0
3053227139024934784	106.4451211573667	-05.7752217391453	19.4384	-0.270	-0.989	-0.4515	0
3053227143321625600	106.4461222046513	-05.7692135380347	20.7197	-1.783	-2.669	1.4627	0
3053227143321856768	106.4527331749259	-05.7730870161018	20.7970	0	0	0	0
3053227139024946560	106.4408804764887	-05.7721420889921	20.0054	-0.707	-0.450	0.3680	0
3053227207744435072	106.4356140093613	-05.7694919951330	17.2383	-0.664	0.318	0.0473	0
3053227486917092736	106.5468361636912	-05.7794730152815	20.4603	-5.729	-2.182	1.0839	0
3053227486917096576	106.5480481021019	-05.7839001633883	20.7931	2.782	-2.175	0.9021	0
3053227486925832704	106.5428352148466	-05.7817435018130	17.4767	0.515	0.177	0.0853	0
3053227482622283776	106.5419408589391	-05.7843262821306	19.9289	1.178	3.442	0.6973	0
3053227486925832320	106.5404134783653	-05.7791443531193	15.5483	0.877	1.150	0.4384	0
3053227486925833600	106.5380836602005	-05.7800475826646	17.2954	-0.894	0.742	0.8053	0
3053227452566096896	106.5364540593044	-05.7840196006808	14.6284	-0.433	0.775	0.2095	0
3053227486925831168	106.5479643884283	-05.7792001142173	17.6230	-0.406	-0.117	0.2970	0
3053227486917102976	106.5361898017980	-05.7807887891281	20.9926	4.416	1.967	0.1050	0
3053227486917104512	106.5353308402238	-05.7822415485821	20.1333	-0.838	1.852	-0.1947	0
3053227486917105664	106.5371099158857	-05.7835588857794	20.7610	0	0	0	0
3053227452557368576	106.5348028135399	-05.7838303244262	18.1231	-0.754	0.536	0.0194	0
3053227620061228544	106.4986819904599	-05.7864182024193	19.6276	-0.383	1.466	-0.3070	0
3053227620061266944	106.5032108072310	-05.7765165912966	18.4679	1.766	-0.732	-0.2615	0
3053227620061240320	106.4938142539905	-05.7837348781005	18.9928	-2.201	0.666	0.5033	0
3053227585701502080	106.4898645553117	-05.7836008393054	19.8249	-0.763	1.627	1.3703	0
3053227620061223168	106.5051422236591	-05.7874120990886	18.5923	-0.339	-0.015	0.6643	0
